hhid,milieu,region
8707,Urbain,ZIGUINCHOR
8708,Urbain,ZIGUINCHOR
8710,Urbain,ZIGUINCHOR
8711,Urbain,ZIGUINCHOR
8712,Urbain,ZIGUINCHOR
8713,Urbain,ZIGUINCHOR
8801,Urbain,ZIGUINCHOR
8802,Urbain,ZIGUINCHOR
8803,Urbain,ZIGUINCHOR
8804,Urbain,ZIGUINCHOR
8805,Urbain,ZIGUINCHOR
8806,Urbain,ZIGUINCHOR
8807,Urbain,ZIGUINCHOR
8808,Urbain,ZIGUINCHOR
8809,Urbain,ZIGUINCHOR
8810,Urbain,ZIGUINCHOR
8811,Urbain,ZIGUINCHOR
8812,Urbain,ZIGUINCHOR
9001,Rural,ZIGUINCHOR
9002,Rural,ZIGUINCHOR
9003,Rural,ZIGUINCHOR
9004,Rural,ZIGUINCHOR
9005,Rural,ZIGUINCHOR
9006,Rural,ZIGUINCHOR
9007,Rural,ZIGUINCHOR
9008,Rural,ZIGUINCHOR
9009,Rural,ZIGUINCHOR
9011,Rural,ZIGUINCHOR
9012,Rural,ZIGUINCHOR
9013,Rural,ZIGUINCHOR
9101,Rural,ZIGUINCHOR
9102,Rural,ZIGUINCHOR
9103,Rural,ZIGUINCHOR
9104,Rural,ZIGUINCHOR
9105,Rural,ZIGUINCHOR
9106,Rural,ZIGUINCHOR
9107,Rural,ZIGUINCHOR
9109,Rural,ZIGUINCHOR
9110,Rural,ZIGUINCHOR
9111,Rural,ZIGUINCHOR
9112,Rural,ZIGUINCHOR
9113,Rural,ZIGUINCHOR
9201,Rural,ZIGUINCHOR
9202,Rural,ZIGUINCHOR
9203,Rural,ZIGUINCHOR
9204,Rural,ZIGUINCHOR
9205,Rural,ZIGUINCHOR
9206,Rural,ZIGUINCHOR
9207,Rural,ZIGUINCHOR
9208,Rural,ZIGUINCHOR
9209,Rural,ZIGUINCHOR
9210,Rural,ZIGUINCHOR
9211,Rural,ZIGUINCHOR
9212,Rural,ZIGUINCHOR
9301,Rural,ZIGUINCHOR
9302,Rural,ZIGUINCHOR
9303,Rural,ZIGUINCHOR
9304,Rural,ZIGUINCHOR
9305,Rural,ZIGUINCHOR
9306,Rural,ZIGUINCHOR
9307,Rural,ZIGUINCHOR
9308,Rural,ZIGUINCHOR
9309,Rural,ZIGUINCHOR
9310,Rural,ZIGUINCHOR
9311,Rural,ZIGUINCHOR
9312,Rural,ZIGUINCHOR
9401,Rural,ZIGUINCHOR
9402,Rural,ZIGUINCHOR
9403,Rural,ZIGUINCHOR
9404,Rural,ZIGUINCHOR
9405,Rural,ZIGUINCHOR
9406,Rural,ZIGUINCHOR
9407,Rural,ZIGUINCHOR
9408,Rural,ZIGUINCHOR
9409,Rural,ZIGUINCHOR
9410,Rural,ZIGUINCHOR
9411,Rural,ZIGUINCHOR
9412,Rural,ZIGUINCHOR
9501,Rural,ZIGUINCHOR
9502,Rural,ZIGUINCHOR
9503,Rural,ZIGUINCHOR
9504,Rural,ZIGUINCHOR
9505,Rural,ZIGUINCHOR
9506,Rural,ZIGUINCHOR
9507,Rural,ZIGUINCHOR
9508,Rural,ZIGUINCHOR
9509,Rural,ZIGUINCHOR
9510,Rural,ZIGUINCHOR
9511,Rural,ZIGUINCHOR
9512,Rural,ZIGUINCHOR
9601,Rural,ZIGUINCHOR
9602,Rural,ZIGUINCHOR
9603,Rural,ZIGUINCHOR
9604,Rural,ZIGUINCHOR
9606,Rural,ZIGUINCHOR
9607,Rural,ZIGUINCHOR
9608,Rural,ZIGUINCHOR
9609,Rural,ZIGUINCHOR
9610,Rural,ZIGUINCHOR
9611,Rural,ZIGUINCHOR
9612,Rural,ZIGUINCHOR
9613,Rural,ZIGUINCHOR
9701,Rural,ZIGUINCHOR
9702,Rural,ZIGUINCHOR
9703,Rural,ZIGUINCHOR
9704,Rural,ZIGUINCHOR
9705,Rural,ZIGUINCHOR
9706,Rural,ZIGUINCHOR
9707,Rural,ZIGUINCHOR
9708,Rural,ZIGUINCHOR
9709,Rural,ZIGUINCHOR
9710,Rural,ZIGUINCHOR
9711,Rural,ZIGUINCHOR
9713,Rural,ZIGUINCHOR
9801,Rural,ZIGUINCHOR
9802,Rural,ZIGUINCHOR
9803,Rural,ZIGUINCHOR
9804,Rural,ZIGUINCHOR
9805,Rural,ZIGUINCHOR
9806,Rural,ZIGUINCHOR
9807,Rural,ZIGUINCHOR
9809,Rural,ZIGUINCHOR
9810,Rural,ZIGUINCHOR
9812,Rural,ZIGUINCHOR
9813,Rural,ZIGUINCHOR
9814,Rural,ZIGUINCHOR
9901,Rural,ZIGUINCHOR
9902,Rural,ZIGUINCHOR
9903,Rural,ZIGUINCHOR
9905,Rural,ZIGUINCHOR
9906,Rural,ZIGUINCHOR
9907,Rural,ZIGUINCHOR
9908,Rural,ZIGUINCHOR
9909,Rural,ZIGUINCHOR
9910,Rural,ZIGUINCHOR
9911,Rural,ZIGUINCHOR
9912,Rural,ZIGUINCHOR
9913,Rural,ZIGUINCHOR
10001,Rural,ZIGUINCHOR
10002,Rural,ZIGUINCHOR
10003,Rural,ZIGUINCHOR
10004,Rural,ZIGUINCHOR
10005,Rural,ZIGUINCHOR
10006,Rural,ZIGUINCHOR
10007,Rural,ZIGUINCHOR
10008,Rural,ZIGUINCHOR
10009,Rural,ZIGUINCHOR
10010,Rural,ZIGUINCHOR
10011,Rural,ZIGUINCHOR
10012,Rural,ZIGUINCHOR
10101,Rural,ZIGUINCHOR
10102,Rural,ZIGUINCHOR
10103,Rural,ZIGUINCHOR
10105,Rural,ZIGUINCHOR
10106,Rural,ZIGUINCHOR
10108,Rural,ZIGUINCHOR
10109,Rural,ZIGUINCHOR
10110,Rural,ZIGUINCHOR
10111,Rural,ZIGUINCHOR
10113,Rural,ZIGUINCHOR
10114,Rural,ZIGUINCHOR
10115,Rural,ZIGUINCHOR
10201,Rural,ZIGUINCHOR
10202,Rural,ZIGUINCHOR
10203,Rural,ZIGUINCHOR
10204,Rural,ZIGUINCHOR
10205,Rural,ZIGUINCHOR
10206,Rural,ZIGUINCHOR
10207,Rural,ZIGUINCHOR
10208,Rural,ZIGUINCHOR
10209,Rural,ZIGUINCHOR
10210,Rural,ZIGUINCHOR
10211,Rural,ZIGUINCHOR
10212,Rural,ZIGUINCHOR
10301,Rural,ZIGUINCHOR
10302,Rural,ZIGUINCHOR
10303,Rural,ZIGUINCHOR
10304,Rural,ZIGUINCHOR
10305,Rural,ZIGUINCHOR
10306,Rural,ZIGUINCHOR
10308,Rural,ZIGUINCHOR
10309,Rural,ZIGUINCHOR
10310,Rural,ZIGUINCHOR
10311,Rural,ZIGUINCHOR
10312,Rural,ZIGUINCHOR
10313,Rural,ZIGUINCHOR
10401,Urbain,ZIGUINCHOR
10402,Urbain,ZIGUINCHOR
10403,Urbain,ZIGUINCHOR
10405,Urbain,ZIGUINCHOR
10406,Urbain,ZIGUINCHOR
10407,Urbain,ZIGUINCHOR
10408,Urbain,ZIGUINCHOR
10409,Urbain,ZIGUINCHOR
10410,Urbain,ZIGUINCHOR
10411,Urbain,ZIGUINCHOR
10413,Urbain,ZIGUINCHOR
10414,Urbain,ZIGUINCHOR
10501,Urbain,ZIGUINCHOR
10502,Urbain,ZIGUINCHOR
10503,Urbain,ZIGUINCHOR
10504,Urbain,ZIGUINCHOR
10507,Urbain,ZIGUINCHOR
10508,Urbain,ZIGUINCHOR
10509,Urbain,ZIGUINCHOR
10510,Urbain,ZIGUINCHOR
10511,Urbain,ZIGUINCHOR
10512,Urbain,ZIGUINCHOR
10513,Urbain,ZIGUINCHOR
10514,Urbain,ZIGUINCHOR
10601,Urbain,ZIGUINCHOR
10602,Urbain,ZIGUINCHOR
10603,Urbain,ZIGUINCHOR
10604,Urbain,ZIGUINCHOR
10605,Urbain,ZIGUINCHOR
10606,Urbain,ZIGUINCHOR
10607,Urbain,ZIGUINCHOR
10608,Urbain,ZIGUINCHOR
10609,Urbain,ZIGUINCHOR
10610,Urbain,ZIGUINCHOR
10611,Urbain,ZIGUINCHOR
10612,Urbain,ZIGUINCHOR
10701,Urbain,ZIGUINCHOR
10702,Urbain,ZIGUINCHOR
10703,Urbain,ZIGUINCHOR
10704,Urbain,ZIGUINCHOR
10705,Urbain,ZIGUINCHOR
10706,Urbain,ZIGUINCHOR
10707,Urbain,ZIGUINCHOR
10708,Urbain,ZIGUINCHOR
10709,Urbain,ZIGUINCHOR
10710,Urbain,ZIGUINCHOR
10711,Urbain,ZIGUINCHOR
10712,Urbain,ZIGUINCHOR
10801,Urbain,ZIGUINCHOR
10802,Urbain,ZIGUINCHOR
10803,Urbain,ZIGUINCHOR
10805,Urbain,ZIGUINCHOR
10806,Urbain,ZIGUINCHOR
10807,Urbain,ZIGUINCHOR
10808,Urbain,ZIGUINCHOR
10809,Urbain,ZIGUINCHOR
10810,Urbain,ZIGUINCHOR
10811,Urbain,ZIGUINCHOR
10812,Urbain,ZIGUINCHOR
10813,Urbain,ZIGUINCHOR
10901,Urbain,ZIGUINCHOR
10902,Urbain,ZIGUINCHOR
10904,Urbain,ZIGUINCHOR
10907,Urbain,ZIGUINCHOR
10908,Urbain,ZIGUINCHOR
10909,Urbain,ZIGUINCHOR
10910,Urbain,ZIGUINCHOR
10911,Urbain,ZIGUINCHOR
10913,Urbain,ZIGUINCHOR
10914,Urbain,ZIGUINCHOR
10915,Urbain,ZIGUINCHOR
10916,Urbain,ZIGUINCHOR
11001,Urbain,ZIGUINCHOR
11002,Urbain,ZIGUINCHOR
11003,Urbain,ZIGUINCHOR
11004,Urbain,ZIGUINCHOR
11006,Urbain,ZIGUINCHOR
11007,Urbain,ZIGUINCHOR
11008,Urbain,ZIGUINCHOR
11012,Urbain,ZIGUINCHOR
11013,Urbain,ZIGUINCHOR
11014,Urbain,ZIGUINCHOR
11015,Urbain,ZIGUINCHOR
11016,Urbain,ZIGUINCHOR
11101,Urbain,ZIGUINCHOR
11102,Urbain,ZIGUINCHOR
11103,Urbain,ZIGUINCHOR
11104,Urbain,ZIGUINCHOR
11105,Urbain,ZIGUINCHOR
11106,Urbain,ZIGUINCHOR
11107,Urbain,ZIGUINCHOR
11108,Urbain,ZIGUINCHOR
11109,Urbain,ZIGUINCHOR
11110,Urbain,ZIGUINCHOR
11111,Urbain,ZIGUINCHOR
11112,Urbain,ZIGUINCHOR
11201,Urbain,ZIGUINCHOR
11203,Urbain,ZIGUINCHOR
11204,Urbain,ZIGUINCHOR
11205,Urbain,ZIGUINCHOR
11206,Urbain,ZIGUINCHOR
11207,Urbain,ZIGUINCHOR
11208,Urbain,ZIGUINCHOR
11209,Urbain,ZIGUINCHOR
11210,Urbain,ZIGUINCHOR
11211,Urbain,ZIGUINCHOR
11213,Urbain,ZIGUINCHOR
11214,Urbain,ZIGUINCHOR
11301,Urbain,ZIGUINCHOR
11302,Urbain,ZIGUINCHOR
11303,Urbain,ZIGUINCHOR
11304,Urbain,ZIGUINCHOR
11305,Urbain,ZIGUINCHOR
11306,Urbain,ZIGUINCHOR
11307,Urbain,ZIGUINCHOR
11308,Urbain,ZIGUINCHOR
11309,Urbain,ZIGUINCHOR
11310,Urbain,ZIGUINCHOR
11311,Urbain,ZIGUINCHOR
11312,Urbain,ZIGUINCHOR
11401,Urbain,ZIGUINCHOR
11403,Urbain,ZIGUINCHOR
11405,Urbain,ZIGUINCHOR
11406,Urbain,ZIGUINCHOR
11407,Urbain,ZIGUINCHOR
11408,Urbain,ZIGUINCHOR
11409,Urbain,ZIGUINCHOR
11410,Urbain,ZIGUINCHOR
11411,Urbain,ZIGUINCHOR
11413,Urbain,ZIGUINCHOR
11414,Urbain,ZIGUINCHOR
11415,Urbain,ZIGUINCHOR
11501,Urbain,ZIGUINCHOR
11502,Urbain,ZIGUINCHOR
11503,Urbain,ZIGUINCHOR
11504,Urbain,ZIGUINCHOR
11505,Urbain,ZIGUINCHOR
11506,Urbain,ZIGUINCHOR
11507,Urbain,ZIGUINCHOR
11509,Urbain,ZIGUINCHOR
11510,Urbain,ZIGUINCHOR
11511,Urbain,ZIGUINCHOR
11512,Urbain,ZIGUINCHOR
11513,Urbain,ZIGUINCHOR
11601,Urbain,ZIGUINCHOR
11602,Urbain,ZIGUINCHOR
11603,Urbain,ZIGUINCHOR
11604,Urbain,ZIGUINCHOR
11605,Urbain,ZIGUINCHOR
11606,Urbain,ZIGUINCHOR
11607,Urbain,ZIGUINCHOR
11608,Urbain,ZIGUINCHOR
11611,Urbain,ZIGUINCHOR
11612,Urbain,ZIGUINCHOR
11613,Urbain,ZIGUINCHOR
11614,Urbain,ZIGUINCHOR
11701,Urbain,ZIGUINCHOR
11702,Urbain,ZIGUINCHOR
11703,Urbain,ZIGUINCHOR
11704,Urbain,ZIGUINCHOR
11705,Urbain,ZIGUINCHOR
11706,Urbain,ZIGUINCHOR
11707,Urbain,ZIGUINCHOR
11708,Urbain,ZIGUINCHOR
11709,Urbain,ZIGUINCHOR
11710,Urbain,ZIGUINCHOR
11711,Urbain,ZIGUINCHOR
11712,Urbain,ZIGUINCHOR
11801,Urbain,ZIGUINCHOR
11802,Urbain,ZIGUINCHOR
11804,Urbain,ZIGUINCHOR
11806,Urbain,ZIGUINCHOR
11808,Urbain,ZIGUINCHOR
11809,Urbain,ZIGUINCHOR
11810,Urbain,ZIGUINCHOR
11811,Urbain,ZIGUINCHOR
11813,Urbain,ZIGUINCHOR
11814,Urbain,ZIGUINCHOR
11815,Urbain,ZIGUINCHOR
11816,Urbain,ZIGUINCHOR
11901,Urbain,ZIGUINCHOR
11902,Urbain,ZIGUINCHOR
11903,Urbain,ZIGUINCHOR
11904,Urbain,ZIGUINCHOR
11905,Urbain,ZIGUINCHOR
11906,Urbain,ZIGUINCHOR
11907,Urbain,ZIGUINCHOR
11908,Urbain,ZIGUINCHOR
11909,Urbain,ZIGUINCHOR
11910,Urbain,ZIGUINCHOR
11911,Urbain,ZIGUINCHOR
11912,Urbain,ZIGUINCHOR
12002,Urbain,ZIGUINCHOR
12003,Urbain,ZIGUINCHOR
12004,Urbain,ZIGUINCHOR
12005,Urbain,ZIGUINCHOR
12006,Urbain,ZIGUINCHOR
12007,Urbain,ZIGUINCHOR
12008,Urbain,ZIGUINCHOR
12010,Urbain,ZIGUINCHOR
12011,Urbain,ZIGUINCHOR
12013,Urbain,ZIGUINCHOR
12014,Urbain,ZIGUINCHOR
12015,Urbain,ZIGUINCHOR
12101,Urbain,ZIGUINCHOR
12102,Urbain,ZIGUINCHOR
12103,Urbain,ZIGUINCHOR
12104,Urbain,ZIGUINCHOR
12105,Urbain,ZIGUINCHOR
12106,Urbain,ZIGUINCHOR
12107,Urbain,ZIGUINCHOR
12108,Urbain,ZIGUINCHOR
12109,Urbain,ZIGUINCHOR
12110,Urbain,ZIGUINCHOR
12111,Urbain,ZIGUINCHOR
12112,Urbain,ZIGUINCHOR
12201,Urbain,ZIGUINCHOR
12202,Urbain,ZIGUINCHOR
12205,Urbain,ZIGUINCHOR
12206,Urbain,ZIGUINCHOR
12207,Urbain,ZIGUINCHOR
12208,Urbain,ZIGUINCHOR
12210,Urbain,ZIGUINCHOR
12211,Urbain,ZIGUINCHOR
12212,Urbain,ZIGUINCHOR
12213,Urbain,ZIGUINCHOR
12214,Urbain,ZIGUINCHOR
12215,Urbain,ZIGUINCHOR
12301,Urbain,ZIGUINCHOR
12302,Urbain,ZIGUINCHOR
12303,Urbain,ZIGUINCHOR
12304,Urbain,ZIGUINCHOR
12305,Urbain,ZIGUINCHOR
12306,Urbain,ZIGUINCHOR
12307,Urbain,ZIGUINCHOR
12308,Urbain,ZIGUINCHOR
12309,Urbain,ZIGUINCHOR
12310,Urbain,ZIGUINCHOR
12311,Urbain,ZIGUINCHOR
12312,Urbain,ZIGUINCHOR
12401,Rural,ZIGUINCHOR
12402,Rural,ZIGUINCHOR
12403,Rural,ZIGUINCHOR
12404,Rural,ZIGUINCHOR
12405,Rural,ZIGUINCHOR
12406,Rural,ZIGUINCHOR
12407,Rural,ZIGUINCHOR
12408,Rural,ZIGUINCHOR
12409,Rural,ZIGUINCHOR
12410,Rural,ZIGUINCHOR
12411,Rural,ZIGUINCHOR
12412,Rural,ZIGUINCHOR
12502,Rural,ZIGUINCHOR
12503,Rural,ZIGUINCHOR
12504,Rural,ZIGUINCHOR
12505,Rural,ZIGUINCHOR
12506,Rural,ZIGUINCHOR
12507,Rural,ZIGUINCHOR
12508,Rural,ZIGUINCHOR
12509,Rural,ZIGUINCHOR
12510,Rural,ZIGUINCHOR
12512,Rural,ZIGUINCHOR
12513,Rural,ZIGUINCHOR
12514,Rural,ZIGUINCHOR
12601,Rural,ZIGUINCHOR
12602,Rural,ZIGUINCHOR
12603,Rural,ZIGUINCHOR
12604,Rural,ZIGUINCHOR
12606,Rural,ZIGUINCHOR
12607,Rural,ZIGUINCHOR
12608,Rural,ZIGUINCHOR
12609,Rural,ZIGUINCHOR
12610,Rural,ZIGUINCHOR
12611,Rural,ZIGUINCHOR
12612,Rural,ZIGUINCHOR
12613,Rural,ZIGUINCHOR
12701,Urbain,DIOURBEL
12702,Urbain,DIOURBEL
12703,Urbain,DIOURBEL
12704,Urbain,DIOURBEL
12705,Urbain,DIOURBEL
12706,Urbain,DIOURBEL
12707,Urbain,DIOURBEL
12708,Urbain,DIOURBEL
12709,Urbain,DIOURBEL
12710,Urbain,DIOURBEL
12711,Urbain,DIOURBEL
12712,Urbain,DIOURBEL
12802,Urbain,DIOURBEL
12803,Urbain,DIOURBEL
12804,Urbain,DIOURBEL
12805,Urbain,DIOURBEL
12806,Urbain,DIOURBEL
12807,Urbain,DIOURBEL
12808,Urbain,DIOURBEL
12809,Urbain,DIOURBEL
12810,Urbain,DIOURBEL
12811,Urbain,DIOURBEL
12813,Urbain,DIOURBEL
12814,Urbain,DIOURBEL
12901,Rural,DIOURBEL
12902,Rural,DIOURBEL
12903,Rural,DIOURBEL
12904,Rural,DIOURBEL
12905,Rural,DIOURBEL
12906,Rural,DIOURBEL
12907,Rural,DIOURBEL
12908,Rural,DIOURBEL
12909,Rural,DIOURBEL
12910,Rural,DIOURBEL
12911,Rural,DIOURBEL
12912,Rural,DIOURBEL
13001,Rural,DIOURBEL
13002,Rural,DIOURBEL
13003,Rural,DIOURBEL
13004,Rural,DIOURBEL
13005,Rural,DIOURBEL
13006,Rural,DIOURBEL
13007,Rural,DIOURBEL
13008,Rural,DIOURBEL
13009,Rural,DIOURBEL
13010,Rural,DIOURBEL
13011,Rural,DIOURBEL
13012,Rural,DIOURBEL
13101,Rural,DIOURBEL
13102,Rural,DIOURBEL
13103,Rural,DIOURBEL
13104,Rural,DIOURBEL
13105,Rural,DIOURBEL
13107,Rural,DIOURBEL
13108,Rural,DIOURBEL
13109,Rural,DIOURBEL
13110,Rural,DIOURBEL
13111,Rural,DIOURBEL
13112,Rural,DIOURBEL
13113,Rural,DIOURBEL
13201,Rural,DIOURBEL
13202,Rural,DIOURBEL
13203,Rural,DIOURBEL
13204,Rural,DIOURBEL
13205,Rural,DIOURBEL
13206,Rural,DIOURBEL
13207,Rural,DIOURBEL
13208,Rural,DIOURBEL
13209,Rural,DIOURBEL
13210,Rural,DIOURBEL
13211,Rural,DIOURBEL
13212,Rural,DIOURBEL
13301,Urbain,DIOURBEL
13302,Urbain,DIOURBEL
13303,Urbain,DIOURBEL
13304,Urbain,DIOURBEL
13305,Urbain,DIOURBEL
13306,Urbain,DIOURBEL
13307,Urbain,DIOURBEL
13308,Urbain,DIOURBEL
13309,Urbain,DIOURBEL
13310,Urbain,DIOURBEL
13311,Urbain,DIOURBEL
13312,Urbain,DIOURBEL
13401,Urbain,DIOURBEL
13402,Urbain,DIOURBEL
13403,Urbain,DIOURBEL
13404,Urbain,DIOURBEL
13405,Urbain,DIOURBEL
13406,Urbain,DIOURBEL
13407,Urbain,DIOURBEL
13408,Urbain,DIOURBEL
13409,Urbain,DIOURBEL
13410,Urbain,DIOURBEL
13411,Urbain,DIOURBEL
13412,Urbain,DIOURBEL
13501,Urbain,DIOURBEL
13502,Urbain,DIOURBEL
13503,Urbain,DIOURBEL
13504,Urbain,DIOURBEL
13505,Urbain,DIOURBEL
13506,Urbain,DIOURBEL
13507,Urbain,DIOURBEL
13508,Urbain,DIOURBEL
13509,Urbain,DIOURBEL
13510,Urbain,DIOURBEL
13511,Urbain,DIOURBEL
13512,Urbain,DIOURBEL
13601,Urbain,DIOURBEL
13602,Urbain,DIOURBEL
13603,Urbain,DIOURBEL
13604,Urbain,DIOURBEL
13605,Urbain,DIOURBEL
13606,Urbain,DIOURBEL
13607,Urbain,DIOURBEL
13608,Urbain,DIOURBEL
13609,Urbain,DIOURBEL
13610,Urbain,DIOURBEL
13611,Urbain,DIOURBEL
13612,Urbain,DIOURBEL
13701,Urbain,DIOURBEL
13702,Urbain,DIOURBEL
13703,Urbain,DIOURBEL
13704,Urbain,DIOURBEL
13705,Urbain,DIOURBEL
13706,Urbain,DIOURBEL
13707,Urbain,DIOURBEL
13708,Urbain,DIOURBEL
13710,Urbain,DIOURBEL
13711,Urbain,DIOURBEL
13712,Urbain,DIOURBEL
13713,Urbain,DIOURBEL
13801,Urbain,DIOURBEL
13802,Urbain,DIOURBEL
13803,Urbain,DIOURBEL
13804,Urbain,DIOURBEL
13805,Urbain,DIOURBEL
13806,Urbain,DIOURBEL
13807,Urbain,DIOURBEL
13808,Urbain,DIOURBEL
13809,Urbain,DIOURBEL
13810,Urbain,DIOURBEL
13811,Urbain,DIOURBEL
13812,Urbain,DIOURBEL
13901,Urbain,DIOURBEL
13902,Urbain,DIOURBEL
13903,Urbain,DIOURBEL
13904,Urbain,DIOURBEL
13905,Urbain,DIOURBEL
13907,Urbain,DIOURBEL
13908,Urbain,DIOURBEL
13909,Urbain,DIOURBEL
13910,Urbain,DIOURBEL
13911,Urbain,DIOURBEL
13912,Urbain,DIOURBEL
13913,Urbain,DIOURBEL
14001,Urbain,DIOURBEL
14002,Urbain,DIOURBEL
14003,Urbain,DIOURBEL
14004,Urbain,DIOURBEL
14005,Urbain,DIOURBEL
14006,Urbain,DIOURBEL
14007,Urbain,DIOURBEL
14008,Urbain,DIOURBEL
14009,Urbain,DIOURBEL
14010,Urbain,DIOURBEL
14011,Urbain,DIOURBEL
14012,Urbain,DIOURBEL
14101,Urbain,DIOURBEL
14103,Urbain,DIOURBEL
14104,Urbain,DIOURBEL
14105,Urbain,DIOURBEL
14106,Urbain,DIOURBEL
14107,Urbain,DIOURBEL
14108,Urbain,DIOURBEL
14109,Urbain,DIOURBEL
14110,Urbain,DIOURBEL
14111,Urbain,DIOURBEL
14112,Urbain,DIOURBEL
14113,Urbain,DIOURBEL
14201,Urbain,DIOURBEL
14202,Urbain,DIOURBEL
14203,Urbain,DIOURBEL
14204,Urbain,DIOURBEL
14205,Urbain,DIOURBEL
14206,Urbain,DIOURBEL
14207,Urbain,DIOURBEL
14208,Urbain,DIOURBEL
14209,Urbain,DIOURBEL
14210,Urbain,DIOURBEL
14211,Urbain,DIOURBEL
14212,Urbain,DIOURBEL
14302,Urbain,DIOURBEL
14303,Urbain,DIOURBEL
14304,Urbain,DIOURBEL
14305,Urbain,DIOURBEL
14306,Urbain,DIOURBEL
14307,Urbain,DIOURBEL
14308,Urbain,DIOURBEL
14309,Urbain,DIOURBEL
14310,Urbain,DIOURBEL
14311,Urbain,DIOURBEL
14313,Urbain,DIOURBEL
14314,Urbain,DIOURBEL
14401,Urbain,DIOURBEL
14402,Urbain,DIOURBEL
14404,Urbain,DIOURBEL
14405,Urbain,DIOURBEL
14406,Urbain,DIOURBEL
14407,Urbain,DIOURBEL
14408,Urbain,DIOURBEL
14409,Urbain,DIOURBEL
14410,Urbain,DIOURBEL
14411,Urbain,DIOURBEL
14413,Urbain,DIOURBEL
14414,Urbain,DIOURBEL
14501,Rural,DIOURBEL
14502,Rural,DIOURBEL
14503,Rural,DIOURBEL
14504,Rural,DIOURBEL
14505,Rural,DIOURBEL
14506,Rural,DIOURBEL
14507,Rural,DIOURBEL
14508,Rural,DIOURBEL
14509,Rural,DIOURBEL
14510,Rural,DIOURBEL
14511,Rural,DIOURBEL
14512,Rural,DIOURBEL
14601,Rural,DIOURBEL
14602,Rural,DIOURBEL
14603,Rural,DIOURBEL
14604,Rural,DIOURBEL
14605,Rural,DIOURBEL
14606,Rural,DIOURBEL
14607,Rural,DIOURBEL
14608,Rural,DIOURBEL
14609,Rural,DIOURBEL
14610,Rural,DIOURBEL
14611,Rural,DIOURBEL
14612,Rural,DIOURBEL
14701,Rural,DIOURBEL
14702,Rural,DIOURBEL
14703,Rural,DIOURBEL
14704,Rural,DIOURBEL
14705,Rural,DIOURBEL
14706,Rural,DIOURBEL
14707,Rural,DIOURBEL
14708,Rural,DIOURBEL
14709,Rural,DIOURBEL
14710,Rural,DIOURBEL
14711,Rural,DIOURBEL
14712,Rural,DIOURBEL
14801,Urbain,DIOURBEL
14802,Urbain,DIOURBEL
14803,Urbain,DIOURBEL
14805,Urbain,DIOURBEL
14806,Urbain,DIOURBEL
14807,Urbain,DIOURBEL
14808,Urbain,DIOURBEL
14809,Urbain,DIOURBEL
14810,Urbain,DIOURBEL
14811,Urbain,DIOURBEL
14813,Urbain,DIOURBEL
14814,Urbain,DIOURBEL
14901,Urbain,DIOURBEL
14902,Urbain,DIOURBEL
14903,Urbain,DIOURBEL
14904,Urbain,DIOURBEL
14905,Urbain,DIOURBEL
14906,Urbain,DIOURBEL
14907,Urbain,DIOURBEL
14908,Urbain,DIOURBEL
14909,Urbain,DIOURBEL
14910,Urbain,DIOURBEL
14911,Urbain,DIOURBEL
14912,Urbain,DIOURBEL
15001,Urbain,DIOURBEL
15002,Urbain,DIOURBEL
15003,Urbain,DIOURBEL
15004,Urbain,DIOURBEL
15005,Urbain,DIOURBEL
15007,Urbain,DIOURBEL
15008,Urbain,DIOURBEL
15009,Urbain,DIOURBEL
15010,Urbain,DIOURBEL
15011,Urbain,DIOURBEL
15012,Urbain,DIOURBEL
15013,Urbain,DIOURBEL
15101,Urbain,DIOURBEL
15102,Urbain,DIOURBEL
15103,Urbain,DIOURBEL
15104,Urbain,DIOURBEL
15105,Urbain,DIOURBEL
15106,Urbain,DIOURBEL
15107,Urbain,DIOURBEL
15108,Urbain,DIOURBEL
15109,Urbain,DIOURBEL
15110,Urbain,DIOURBEL
15111,Urbain,DIOURBEL
15112,Urbain,DIOURBEL
15201,Urbain,DIOURBEL
15202,Urbain,DIOURBEL
15203,Urbain,DIOURBEL
15204,Urbain,DIOURBEL
15205,Urbain,DIOURBEL
15206,Urbain,DIOURBEL
15207,Urbain,DIOURBEL
15208,Urbain,DIOURBEL
15210,Urbain,DIOURBEL
15211,Urbain,DIOURBEL
15212,Urbain,DIOURBEL
15213,Urbain,DIOURBEL
15301,Urbain,DIOURBEL
15302,Urbain,DIOURBEL
15304,Urbain,DIOURBEL
15305,Urbain,DIOURBEL
15306,Urbain,DIOURBEL
15307,Urbain,DIOURBEL
15308,Urbain,DIOURBEL
15309,Urbain,DIOURBEL
15310,Urbain,DIOURBEL
15311,Urbain,DIOURBEL
15312,Urbain,DIOURBEL
15313,Urbain,DIOURBEL
15401,Urbain,DIOURBEL
15403,Urbain,DIOURBEL
15404,Urbain,DIOURBEL
15405,Urbain,DIOURBEL
15406,Urbain,DIOURBEL
15407,Urbain,DIOURBEL
15408,Urbain,DIOURBEL
15409,Urbain,DIOURBEL
15410,Urbain,DIOURBEL
15411,Urbain,DIOURBEL
15412,Urbain,DIOURBEL
15413,Urbain,DIOURBEL
15501,Urbain,DIOURBEL
15502,Urbain,DIOURBEL
15503,Urbain,DIOURBEL
15504,Urbain,DIOURBEL
15505,Urbain,DIOURBEL
15506,Urbain,DIOURBEL
15507,Urbain,DIOURBEL
